communityname;state;countyCode;communityCode;fold;population;householdsize;racepctblack;racePctWhite;racePctAsian;racePctHisp;agePct12t21;agePct12t29;agePct16t24;agePct65up;numbUrban;pctUrban;medIncome;pctWWage;pctWFarmSelf;pctWInvInc;pctWSocSec;pctWPubAsst;pctWRetire;medFamInc;perCapInc;whitePerCap;blackPerCap;indianPerCap;AsianPerCap;OtherPerCap;HispPerCap;NumUnderPov;PctPopUnderPov;PctLess9thGrade;PctNotHSGrad;PctBSorMore;PctUnemployed;PctEmploy;PctEmplManu;PctEmplProfServ;PctOccupManu;PctOccupMgmtProf;MalePctDivorce;MalePctNevMarr;FemalePctDiv;TotalPctDiv;PersPerFam;PctFam2Par;PctKids2Par;PctYoungKids2Par;PctTeen2Par;PctWorkMomYoungKids;PctWorkMom;NumKidsBornNeverMar;PctKidsBornNeverMar;NumImmig;PctImmigRecent;PctImmigRec5;PctImmigRec8;PctImmigRec10;PctRecentImmig;PctRecImmig5;PctRecImmig8;PctRecImmig10;PctSpeakEnglOnly;PctNotSpeakEnglWell;PctLargHouseFam;PctLargHouseOccup;PersPerOccupHous;PersPerOwnOccHous;PersPerRentOccHous;PctPersOwnOccup;PctPersDenseHous;PctHousLess3BR;MedNumBR;HousVacant;PctHousOccup;PctHousOwnOcc;PctVacantBoarded;PctVacMore6Mos;MedYrHousBuilt;PctHousNoPhone;PctWOFullPlumb;OwnOccLowQuart;OwnOccMedVal;OwnOccHiQuart;OwnOccQrange;RentLowQ;RentMedian;RentHighQ;RentQrange;MedRent;MedRentPctHousInc;MedOwnCostPctInc;MedOwnCostPctIncNoMtg;NumInShelters;NumStreet;PctForeignBorn;PctBornSameState;PctSameHouse85;PctSameCity85;PctSameState85;LemasSwornFT;LemasSwFTPerPop;LemasSwFTFieldOps;LemasSwFTFieldPerPop;LemasTotalReq;LemasTotReqPerPop;PolicReqPerOffic;PolicPerPop;RacialMatchCommPol;PctPolicWhite;PctPolicBlack;PctPolicHisp;PctPolicAsian;PctPolicMinor;OfficAssgnDrugUnits;NumKindsDrugsSeiz;PolicAveOTWorked;LandArea;PopDens;PctUsePubTrans;PolicCars;PolicOperBudg;LemasPctPolicOnPatr;LemasGangUnitDeploy;LemasPctOfficDrugUn;PolicBudgPerPop;murders;murdPerPop;rapes;rapesPerPop;robberies;robbbPerPop;assaults;assaultPerPop;burglaries;burglPerPop;larcenies;larcPerPop;autoTheft;autoTheftPerPop;arsons;arsonsPerPop;ViolentCrimesPerPop;nonViolPerPop
Kirklandcity;WA;NA;NA;8;40052;lut.33;18629,00;92,76;12875,00;13181,00;43566,00;28,69;43720,00;15554,00;40052,00;100,00;38437,00;85,45;0,68;51,82;16,77;43587,00;33909,00;44649,00;21200,00;21822,00;12309,00;19636,00;12690,00;10453,00;11769,00;2220,00;24593,00;11355,00;43654,00;36,63;16497,00;74,04;43693,00;20,48;23955,00;33,42;11658,00;33,05;17,56;43661,00;32540,00;73,56;73,56;83,65;71,52;60,96;71,52;390,00;21186,00;2837,00;15646,00;21,68;34,54;43,99;0,81;19725,00;16469,00;43802,00;92,43;0,77;30713,00;24473,00;46784,00;17199,00;43557,00;59,88;41306,00;54,50;2,00;850,00;95,29;55,24;14977,00;34547,00;1975,00;0,51;0,00;123100,00;160200,00;210900,00;87800,00;465,00;559,00;673,00;208,00;630,00;43640,00;43728,00;43657,00;0,00;0,00;43684,00;44,67;41,06;73,18;81,08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43476,00;3612,20;42887,00;NA;NA;NA;NA;0,00;NA;1,00;12086,00;13,00;30,27;40,00;93,13;41,00;95,46;316,00;735,72;1169,00;2721,71;174,00;405,11;11,00;25,61;221,18;3888,2
Eatontownborough;NJ;25;19840;1;13800;lut.54;18233,00;78,85;21702,00;23468,00;30651,00;29,41;43813,00;20699,00;13800,00;100,00;36864,00;83,23;0,15;49,32;43518,00;41306,00;16,48;42844,00;17679,00;18609,00;13072,00;22807,00;17274,00;9779,00;10591,00;672,00;41760,00;33359,00;14,77;43491,00;42461,00;70,74;43567,00;43577,00;17380,00;33,61;45870,00;33,04;21155,00;16711,00;43588,00;81,05;81,36;94,51;76,37;54,36;66,99;270,00;47178,00;1448,00;13,26;24,31;39,64;45,37;14246,00;20121,00;42461,00;27851,00;84,49;43497,00;20880,00;46784,00;14277,00;24504,00;42401,00;50,37;27061,00;66,14;2,00;651,00;89,32;45,11;0,77;26,27;1966,00;0,51;0,26;136900,00;166700,00;210100,00;73200,00;476,00;558,00;631,00;155,00;613,00;43490,00;43489,00;43660,00;51,00;1,00;18172,00;46,01;42,34;68,54;74,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43471,00;2251,70;12451,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;13,00;99,36;16,00;122,29;74,00;565,58;593,00;4532,25;41,00;313,36;0,00;0,00;221,64;5411,2
MissouriCitycity;TX;NA;NA;9;36176;mar.13;29,45;60,60;45809,00;45901,00;15,67;24,16;43476,00;27089,00;36176,00;100,00;51984,00;92,97;45292,00;49,23;43626,00;26665,00;43474,00;54515,00;18764,00;21667,00;14422,00;23154,00;14640,00;11813,00;14696,00;1224,00;43558,00;35096,00;27211,00;39,77;12479,00;75,98;20760,00;27,61;43683,00;40,10;24624,00;23,13;43405,00;43474,00;13210,00;83,18;81,19;93,91;79,24;75,64;79,08;442,00;43557,00;3460,00;13,18;43731,00;30,95;45,38;46023,00;44228,00;35096,00;12510,00;85,41;33239,00;15827,00;27120,00;43802,00;43468,00;44986,00;82,47;28915,00;43506,00;3,00;802,00;93,50;83,04;43800,00;40,65;1978,00;0,46;0,39;60900,00;79000,00;109600,00;48700,00;456,00;544,00;628,00;172,00;706,00;43638,00;43667,00;43567,00;0,00;0,00;20699,00;54,32;45,31;63,01;89,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,00;1505,10;43466,00;NA;NA;NA;NA;0,00;NA;2,00;12145,00;10,00;21,66;37,00;80,13;54,00;116,94;460,00;996,19;815,00;1764,99;155,00;335,67;2,00;12145,00;223,06;3101,2
CanonCitycity;CO;NA;NA;4;12687;lut.51;12785,00;95,71;0,34;31959,00;43688,00;21,53;32387,00;20,52;0,00;0,00;18423,00;62,23;0,72;39,30;40,98;35977,00;21,74;23507,00;10166,00;10305,00;6427,00;9509,00;6628,00;6536,00;5438,00;2203,00;18,95;17107,00;25,18;43659,00;42979,00;43,99;43717,00;26,44;17807,00;25,79;13,88;21,76;14,14;43510,00;31444,00;69,97;66,06;79,56;82,05;64,22;73,12;86,00;0,72;249,00;22767,00;17,67;17,67;17,67;0,11;0,35;0,35;0,35;95,24;0,38;43649,00;14277,00;46054,00;11720,00;41671,00;67,45;32143,00;53,32;2,00;550,00;90,19;65,61;46388,00;39,27;1961,00;36008,00;0,37;43200,00;55800,00;70600,00;27400,00;187,00;259,00;335,00;148,00;321,00;43583,00;43485,00;43537,00;7,00;0,00;34700,00;48,48;46,79;72,98;88,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43504,00;1554,00;0,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;11,00;76,68;6,00;41,82;15,00;104,56;155,00;1080,44;484,00;3373,76;26,00;181,24;1,00;35582,00;223,06;4642,4
Bellevuecity;WA;NA;NA;3;86874;lut.43;44958,00;86,50;34943,00;19025,00;12754,00;43581,00;20424,00;19603,00;86878,00;100,00;43800,00;85,06;0,80;58,50;18,85;31809,00;14,74;54261,00;23816,00;25073,00;14224,00;17004,00;16115,00;12841,00;15732,00;4807,00;21306,00;30682,00;30072,00;45,65;43527,00;70,55;43541,00;43791,00;43622,00;39,81;43625,00;30,94;43599,00;23316,00;34366,00;79,33;78,66;87,02;80,28;53,62;66,89;646,00;43770,00;11548,00;24,74;30,38;39,89;48,46;47178,00;43559,00;43529,00;16224,00;86,45;27061,00;24167,00;15738,00;15008,00;23774,00;43679,00;63,99;16834,00;42,95;3,00;1672,00;95,53;58,22;0,36;31260,00;1971,00;0,76;0,17;146300,00;192800,00;274100,00;127800,00;457,00;542,00;664,00;207,00;610,00;43523,00;43543,00;43566,00;18,00;13,00;13,29;37,25;44,20;73,84;79,75;131,00;152,99;123,00;143,65;58000,00;67736,40;442,70;153,00;94,85;89,31;30011,00;0,00;43775,00;33848,00;8,00;7,00;94,10;43582,00;3175,70;29738,00;70,00;10062672,00;93,89;10,00;43775,00;117518,90;2,00;12451,00;32,00;37,37;74,00;86,42;83,00;96,93;641,00;748,60;3742,00;4370,17;279,00;325,84;41,00;47,88;223,06;5492,5
Manchestercity;NH;11;45140;3;99567;lut.47;0,97;96,97;43466,00;41306,00;25538,00;29,69;14,17;43070,00;99567,00;100,00;31911,00;79,96;0,50;44,61;25,99;31533,00;13,83;38812,00;15111,00;15272,00;9625,00;8595,00;12818,00;8309,00;9600,00;8694,00;36373,00;27334,00;43641,00;19,57;43653,00;65,92;18,34;21,49;14,59;24,55;27303,00;33,47;13,33;43477,00;43468,00;71,67;69,45;76,81;71,42;69,15;76,26;2089,00;36192,00;6739,00;15,61;43791,00;27,33;29,71;43617,00;43586,00;31048,00;43467,00;81,17;43647,00;16497,00;43132,00;43557,00;25235,00;42036,00;51,62;22282,00;58,39;2,00;4023,00;90,93;46,04;43771,00;23,39;1953,00;29707,00;0,39;100500,00;118600,00;143300,00;42800,00;371,00;467,00;557,00;186,00;537,00;43550,00;43578,00;43480,00;147,00;1,00;28277,00;60,24;49,01;78,16;85,75;165,00;168,12;150,00;152,84;55519,00;56568,30;336,50;168,10;97,58;98,79;0,61;0,00;0,00;0,61;7,00;7,00;191,80;34,20;2910,90;14977,00;33,00;8124523,00;90,91;0,00;45383,00;82780,80;5,00;43713,00;33,00;33,62;140,00;142,65;41,00;41,77;1277,00;1301,14;3536,00;3602,83;448,00;456,47;28,00;28,53;223,14;5389,0
Chandlercity;AZ;NA;NA;8;90533;lut.87;20486,00;85,18;13912,00;17,28;43478,00;29,46;33543,00;21276,00;89480,00;98,85;38124,00;90,28;0,67;36,13;11658,00;43680,00;24716,00;41361,00;14720,00;15512,00;12988,00;7697,00;16669,00;7828,00;8077,00;8701,00;25447,00;28611,00;14,24;43522,00;19815,00;74,41;22,97;19,81;43688,00;43616,00;43594,00;26,73;13,85;26604,00;43527,00;78,24;76,16;87,20;76,97;62,68;69,25;1126,00;35431,00;6372,00;15,55;26,82;39,92;51,07;43709,00;32509,00;29618,00;21610,00;83,96;45717,00;12936,00;29677,00;31444,00;35096,00;24139,00;69,93;45078,00;44,13;3,00;3477,00;90,06;67,70;12785,00;26,32;1983,00;24198,00;0,31;75800,00;90300,00;110900,00;35100,00;356,00;437,00;540,00;184,00;517,00;43641,00;43520,00;43536,00;0,00;14,00;43562,00;31,99;32,91;70,36;73,81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49,30;1837,60;0,69;NA;NA;NA;NA;0,00;NA;0,00;0,00;27,00;21,88;82,00;66,45;167,00;135,32;1635,00;1324,85;4061,00;3290,66;679,00;550,20;46,00;37,27;223,64;5203,0
Bangorcity;ME;19;2795;6;33181;lut.48;0,92;97,11;1,00;0,64;14,56;30,69;16,58;31352,00;33181,00;100,00;24674,00;76,55;0,85;41,59;43795,00;15585,00;14,89;32156,00;13418,00;13489,00;9798,00;13117,00;13173,00;7361,00;7971,00;4702,00;14,98;30437,00;16,49;24,45;28611,00;61,64;27942,00;33,30;22890,00;30,82;13455,00;35,59;16,33;43599,00;33270,00;66,48;64,93;76,49;75,56;65,33;70,87;697,00;34366,00;1120,00;43687,00;15,45;43602,00;20,98;0,36;0,52;0,58;0,71;93,74;0,54;43711,00;43709,00;11355,00;19025,00;43771,00;52,91;47119,00;55,12;2,00;974,00;93,22;48,47;12055,00;43606,00;1941,00;33298,00;0,63;61200,00;76800,00;98400,00;37200,00;265,00;365,00;449,00;184,00;411,00;43611,00;43695,00;43510,00;51,00;0,00;13940,00;69,39;42,06;74,15;85,91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35,70;929,60;20090,00;NA;NA;NA;NA;0,00;NA;2,00;45444,00;18,00;56,20;20,00;62,44;32,00;99,91;162,00;505,79;1314,00;4102,53;64,00;199,82;11,00;34,34;224,80;4842,5
Clarksvilletown;IN;NA;NA;2;19833;lut.44;26359,00;95,24;0,49;0,79;13,58;27,21;43537,00;13,31;19833,00;100,00;25372,00;77,73;0,83;40,87;28,62;32599,00;18,76;30792,00;12127,00;12316,00;9106,00;5537,00;3672,00;5927,00;3893,00;1782,00;43533,00;26543,00;43580,00;30926,00;28976,00;61,60;20,64;43603,00;18,84;17,74;16407,00;25,67;16,64;14,76;34731,00;70,62;68,29;80,12;76,77;68,95;73,74;217,00;13881,00;190,00;17,89;33,16;36,84;36,84;0,17;0,32;0,35;0,35;97,43;0,64;31809,00;32509,00;13547,00;22313,00;43587,00;62,43;17168,00;50,48;2,00;496,00;94,26;56,59;15373,00;21,98;1966,00;43191,00;0,13;40500,00;49200,00;63400,00;22900,00;251,00;308,00;369,00;118,00;379,00;43521,00;43724,00;43567,00;10,00;0,00;0,96;47,99;52,82;75,01;86,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43685,00;2254,80;0,38;NA;NA;NA;NA;0,00;NA;3,00;13,78;10,00;45,92;26,00;119,39;10,00;45,92;191,00;877,07;1406,00;6456,35;107,00;491,34;2,00;43344,00;225,01;7834,0
MissionViejocity;CA;NA;NA;1;72820;lut.89;0,93;90,30;45809,00;26115,00;14,31;24,75;21490,00;17349,00;72820,00;100,00;61058,00;87,49;0,49;56,07;15,65;28856,00;13,66;64690,00;24160,00;24844,00;19738,00;18175,00;18151,00;15757,00;17938,00;1420,00;35065,00;13881,00;12206,00;39,10;43710,00;72,49;18,78;22,33;43221,00;39,89;7,00;25,83;28399,00;34182,00;43499,00;85,98;85,36;94,05;87,05;55,40;65,83;285,00;0,63;9128,00;26268,00;18,42;43829,00;38,21;21551,00;11355,00;28550,00;28946,00;85,41;26665,00;22372,00;27454,00;32174,00;34001,00;25235,00;81,35;32540,00;30,22;3,00;1219,00;95,38;80,00;0,08;24,77;1978,00;0,22;0,28;211200,00;254500,00;323000,00;111800,00;719,00;916,00;1001,00;282,00;969,00;43495,00;43523,00;43688,00;0,00;0,00;20059,00;41,58;41,92;72,76;83,65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43483,00;4027,70;0,62;NA;NA;NA;NA;0,00;NA;3,00;20515,00;13,00;15,43;32,00;37,99;142,00;168,58;687,00;815,59;1539,00;1827,05;220,00;261,18;35,00;41,55;225,56;2945,4
WestHartfordtown;CT;3;82590;5;60110;lut.51;43132,00;93,98;30713,00;42064,00;17107,00;43606,00;28764,00;18,84;60110,00;100,00;49642,00;75,20;0,80;67,47;35,33;28550,00;21,73;60518,00;26943,00;27601,00;14532,00;14196,00;18908,00;10423,00;15557,00;2103,00;23071,00;30437,00;25173,00;46,63;35125,00;60,22;13820,00;33,34;43622,00;45,54;42856,00;28,73;29799,00;43647,00;35096,00;83,38;82,81;94,15;80,71;61,15;71,63;460,00;43556,00;7424,00;13,81;18,14;43699,00;26,33;25934,00;45323,00;29983,00;45717,00;84,41;11720,00;43772,00;41306,00;15008,00;21217,00;35065,00;78,64;0,91;36,19;3,00;1105,00;95,58;73,68;0,36;23,35;1951,00;0,28;0,08;166100,00;203300,00;267100,00;101000,00;509,00;618,00;739,00;230,00;687,00;43672,00;43605,00;43659,00;0,00;0,00;13119,00;53,65;63,32;85,68;89,15;123,00;204,39;120,00;199,40;82902,00;137756,70;674,00;204,40;97,79;95,12;45717,00;23012,00;0,00;32234,00;5,00;9,00;634,70;43699,00;2639,60;46113,00;31,00;10322442,00;97,56;10,00;43650,00;171526,09;1,00;24108,00;1,00;24108,00;78,00;129,61;56,00;93,05;580,00;963,78;1512,00;2512,46;213,00;353,94;9,00;14,96;225,99;3845,1
Norwoodtown;MA;21;50250;1;28700;02.cze;43617,00;96,57;17168,00;43466,00;43040,00;27,41;28095,00;14,42;28700,00;100,00;42805,00;79,47;0,39;47,70;30,23;15097,00;17,23;50394,00;18193,00;18276,00;17342,00;21482,00;12639,00;21852,00;22594,00;1126,00;43469,00;17989,00;13,89;43492,00;31138,00;65,42;43510,00;27,17;43593,00;32,78;35551,00;36,05;43625,00;23559,00;41699,00;79,53;79,76;92,05;77,12;65,16;72,81;263,00;43101,00;2637,00;14185,00;16,27;23,93;27,76;43586,00;17899,00;43498,00;20121,00;89,98;0,60;43682,00;16862,00;20121,00;32540,00;43710,00;64,62;17168,00;47,35;3,00;566,00;95,11;56,96;14977,00;34,45;1956,00;0,69;0,28;155100,00;179000,00;215500,00;60400,00;463,00;669,00;824,00;361,00;736,00;43579,00;43697,00;43597,00;0,00;0,00;43709,00;77,30;63,45;82,23;93,53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43718,00;2643,50;22890,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;4,00;13,53;9,00;30,44;54,00;182,66;110,00;372,09;288,00;974,19;144,00;487,10;17,00;57,50;226,63;1890,9
Derrytown;NH;15;17940;1;29603;lut.75;0,93;97,60;0,82;13516,00;45261,00;29,21;25143,00;43470,00;0,00;0,00;43419,00;89,75;0,54;41,69;13,83;43468,00;30468,00;48156,00;16990,00;17004,00;24465,00;15400,00;17076,00;11278,00;12231,00;1113,00;28915,00;30376,00;13,71;24,97;17288,00;76,11;25,85;17,54;43597,00;30,15;25082,00;26,44;44866,00;17076,00;43499,00;83,82;82,60;93,37;80,97;67,80;75,05;182,00;43466,00;1052,00;22341,00;44805,00;17,21;23,67;0,13;0,33;0,61;0,84;93,72;0,57;25263,00;25235,00;26696,00;43468,00;46054,00;69,22;26299,00;55,85;2,00;1102,00;90,72;62,79;42826,00;28,68;1978,00;43497,00;0,80;116100,00;138000,00;163200,00;47100,00;475,00;567,00;666,00;191,00;638,00;43520,00;43672,00;43722,00;0,00;0,00;20149,00;23,21;43,71;62,61;67,81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37,10;798,40;0,54;NA;NA;NA;NA;0,00;NA;0,00;0,00;40,00;133,72;7,00;43578,00;21,00;70,20;255,00;852,44;602,00;2012,44;102,00;340,98;31,00;103,63;227,32;3309,5
Hillsborocity;OR;NA;NA;10;37520;lut.92;0,49;88,58;43498,00;43507,00;14,67;27,32;43567,00;23559,00;37520,00;100,00;33125,00;82,82;0,86;42,25;43729,00;25324,00;13,98;36847,00;12712,00;13435,00;9093,00;12721,00;11832,00;5196,00;5225,00;3051,00;46966,00;34151,00;18,34;19,27;43712,00;68,89;43704,00;18,31;15,58;23,25;23621,00;26,83;14,19;35370,00;46447,00;76,03;73,73;83,77;77,31;64,00;73,29;640,00;15008,00;3469,00;28,48;43,61;57,68;65,23;23043,00;43528,00;12175,00;43530,00;87,19;43556,00;45839,00;23498,00;31809,00;32174,00;31809,00;58,68;20941,00;37,66;3,00;498,00;96,27;58,60;43467,00;43490,00;1974,00;42401,00;0,37;61200,00;71900,00;90500,00;29300,00;329,00;397,00;527,00;198,00;480,00;43670,00;43728,00;43629,00;24,00;1,00;45901,00;46,23;42,04;75,07;83,38;208,00;495,14;139,00;330,89;26727,00;63623,60;128,50;495,10;90,03;98,08;0,96;0,48;0,48;33604,00;12,00;6,00;42,10;20,00;1879,80;23802,00;69,00;13559091,00;66,83;5,00;28246,00;322774,00;0,00;0,00;3,00;41821,00;43,00;102,36;50,00;119,02;231,00;549,90;1138,00;2709,01;129,00;307,08;15,00;35,71;228,53;3601,7
Duncancity;OK;NA;NA;10;21732;lut.42;46113,00;89,42;0,54;16132,00;43720,00;43546,00;43656,00;17,83;0,00;0,00;23393,00;65,18;43525,00;40,33;36,43;17715,00;17,16;28888,00;11906,00;12614,00;5381,00;7991,00;6164,00;3436,00;3833,00;3955,00;18,48;28065,00;27,29;17,94;43282,00;50,83;24807,00;43699,00;13,77;26,96;46631,00;18,38;22616,00;43719,00;33635,00;76,79;73,96;83,05;82,82;51,30;62,12;199,00;43770,00;524,00;19,85;26,53;27,67;38,93;0,48;0,64;0,67;0,94;95,65;43556,00;34731,00;43679,00;13912,00;13547,00;43557,00;69,26;43679,00;44,55;3,00;1419,00;86,36;69,54;46054,00;64,13;1959,00;44440,00;0,53;24400,00;40900,00;65700,00;41300,00;146,00;218,00;285,00;139,00;305,00;43641,00;43482,00;43478,00;2,00;0,00;15008,00;66,89;54,67;81,93;89,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43672,00;813,80;0,09;NA;NA;NA;NA;0,00;NA;0,00;0,00;6,00;43734,00;11,00;49,32;34,00;152,44;238,00;1067,07;649,00;2909,79;40,00;179,34;6,00;43734,00;228,66;4183,1
Oceantownship;NJ;25;54270;2;25058;lut.71;45413,00;90,35;26359,00;24139,00;36495,00;24,68;20394,00;42644,00;25058,00;100,00;46885,00;85,51;0,66;52,57;20,77;22313,00;15,48;53297,00;22054,00;22693,00;16270,00;0,00;17237,00;10012,00;13573,00;800,00;43499,00;30011,00;13,96;34,70;22372,00;68,63;34973,00;43490,00;43593,00;39,29;21337,00;28,98;17441,00;43624,00;42795,00;81,90;82,01;88,91;82,14;52,77;66,78;184,00;41275,00;2686,00;19,51;27,74;35,29;43,22;43710,00;35462,00;28550,00;23102,00;86,09;32143,00;28946,00;22341,00;43648,00;43499,00;43771,00;72,93;18994,00;41,77;3,00;750,00;92,51;65,30;0,40;46,53;1965,00;0,46;0,07;153000,00;189300,00;256700,00;103700,00;518,00;557,00;625,00;107,00;596,00;43732,00;43639,00;43511,00;15,00;0,00;26573,00;58,30;61,15;84,65;89,73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43566,00;2190,20;20515,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;1,00;29646,00;27,00;102,99;32,00;122,06;246,00;938,32;882,00;3364,23;49,00;186,90;8,00;30,51;228,86;4520,0
Russellvillecity;AR;NA;NA;10;21260;lut.65;43650,00;93,59;0,73;43770,00;43664,00;33,21;19,96;17107,00;0,00;0,00;22902,00;78,66;0,78;33,52;26,96;34090,00;13,00;27983,00;11234,00;11530,00;6886,00;6646,00;6936,00;5633,00;3716,00;2870,00;14,73;43566,00;43826,00;20,76;21337,00;58,53;19,58;22,00;43511,00;25,74;22494,00;31,89;13,29;43566,00;35827,00;74,66;72,18;81,46;78,46;61,10;69,32;207,00;12055,00;144,00;14,58;14,58;14,58;17,36;0,10;0,10;0,10;0,12;97,03;0,43;22313,00;29952,00;15738,00;22313,00;43132,00;62,57;35431,00;43,97;3,00;631,00;92,71;58,21;0,63;43738,00;1975,00;46296,00;0,36;40800,00;54200,00;76000,00;35200,00;173,00;239,00;295,00;122,00;335,00;43702,00;43728,00;13,00;0,00;0,00;0,68;60,87;39,19;64,60;83,54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43642,00;799,80;0,36;NA;NA;NA;NA;0,00;NA;0,00;0,00;8,00;33,99;7,00;29,74;39,00;165,70;206,00;875,25;1064,00;4520,73;55,00;233,68;1,00;45748,00;229,44;5633,9
Normancity;OK;NA;NA;4;80071;lut.51;20880,00;87,49;44256,00;13912,00;20,19;37,58;23,27;14062,00;74195,00;92,66;25165,00;83,87;43647,00;41,84;16,19;44621,00;30621,00;35332,00;13690,00;14273,00;9287,00;10750,00;8095,00;8081,00;8995,00;11221,00;43570,00;42461,00;31747,00;38,05;43591,00;63,66;23590,00;36,73;35278,00;35,72;36373,00;40,25;13,35;43770,00;35827,00;75,60;73,94;82,88;76,41;61,90;72,12;606,00;43525,00;3461,00;33,29;46,78;56,23;63,51;16072,00;43498,00;15738,00;27426,00;93,39;0,71;43527,00;31048,00;12451,00;22313,00;43618,00;56,93;14277,00;50,93;2,00;3743,00;89,50;51,04;27089,00;41,89;1973,00;43712,00;0,19;46800,00;65600,00;90500,00;43700,00;236,00;294,00;369,00;133,00;362,00;43736,00;43543,00;43477,00;32,00;0,00;11780,00;58,20;36,91;62,73;85,64;121,00;137,77;91,00;103,62;43327,00;49333,30;358,10;137,80;89,97;96,69;23743,00;0,83;0,00;17564,00;11,00;11,00;174,20;183,40;436,60;44562,00;48,00;4651812,00;75,21;0,00;43717,00;52966,80;2,00;46784,00;34,00;38,71;38,00;43,27;128,00;145,74;1040,00;1184,17;3009,00;3426,13;302,00;343,87;10,00;14550,00;230,00;4965,6
Salemcity;MA;9;59105;9;38091;lut.41;24504,00;92,96;13516,00;25355,00;16772,00;29,41;14,63;13,69;38091,00;100,00;32645,00;74,42;0,55;39,87;28,27;26877,00;15,92;40777,00;16155,00;16748,00;9730,00;5873,00;13270,00;4888,00;6814,00;4324,00;43657,00;42948,00;43698,00;24,52;46935,00;63,19;17,64;27,33;43687,00;29,86;36008,00;38,55;41609,00;43656,00;35462,00;67,52;65,16;71,94;68,23;54,03;65,37;737,00;43710,00;3390,00;16,28;26,31;34,34;45,31;16438,00;12451,00;43619,00;43528,00;82,56;16497,00;32568,00;13547,00;12451,00;21582,00;41306,00;50,91;43498,00;61,48;2,00;1355,00;92,10;46,03;0,89;41,99;1939,00;43648,00;0,65;137900,00;163600,00;192900,00;55000,00;373,00;539,00;667,00;294,00;608,00;43523,00;43520,00;43510,00;77,00;3,00;43716,00;75,34;52,77;82,74;90,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43563,00;4539,00;13332,00;NA;NA;NA;NA;0,00;NA;1,00;23774,00;14,00;37,13;31,00;82,23;41,00;108,75;489,00;1297,05;1268,00;3363,31;374,00;992,02;3,00;35247,00;230,76;5660,3
Lansdowneborough;PA;45;41440;5;11712;lut.38;42491,00;93,40;43800,00;0,92;13789,00;24,64;43476,00;15,54;11712,00;100,00;35795,00;77,00;46388,00;55,57;32,79;46113,00;20,27;44171,00;17626,00;17914,00;15210,00;39000,00;9352,00;0,00;7032,00;397,00;14305,00;16132,00;43720,00;43646,00;30742,00;66,79;13,18;31,42;27211,00;35,32;43653,00;31,53;14154,00;43344,00;43680,00;81,37;81,12;93,58;88,35;64,44;72,49;133,00;22282,00;549,00;43780,00;14,39;16,76;21,49;0,52;0,67;0,79;43466,00;93,68;0,62;34060,00;43649,00;13912,00;27426,00;25934,00;74,42;0,87;41,43;3,00;198,00;96,13;64,33;43498,00;26,26;1939,00;22282,00;44927,00;85200,00;106500,00;128900,00;43700,00;390,00;469,00;550,00;160,00;535,00;43733,00;43546,00;43570,00;0,00;0,00;25294,00;79,28;61,84;84,57;94,37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43497,00;9600,00;15,85;NA;NA;NA;NA;0,00;NA;0,00;0,00;2,00;43816,00;6,00;51,37;19,00;162,67;28,00;239,73;160,00;1369,86;26,00;222,60;0,00;0,00;231,16;1832,2
